"SURVEY_SPECIES","SPECIES_NAME","COMMON_NAME","SPECIES_CODE","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON"
1,"Crangon franciscorum","California bay shrimp",66517,"species","WORMS",241261,"Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Crangon franciscorum","California bay shrimp",66517,"species","ITIS",97114,"Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Neocrangon resima","",66520,"species","WORMS",515586,"Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Neocrangon resima","",66520,"species","ITIS",97210,"Neocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Crangon dalli","ridged Crangon",66530,"species","WORMS",254486,"Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Crangon dalli","ridged Crangon",66530,"species","ITIS",97113,"Crangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Metacrangon sp.","",66533,"genus","WORMS",107008,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Metacrangon sp.","",66533,"genus","ITIS",97218,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Metacrangon munita","coastal spinyhead",66534,"species","WORMS",515572,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Metacrangon munita","coastal spinyhead",66534,"species","ITIS",97222,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Metacrangon variabilis","deepsea spinyhead",66535,"species","WORMS",515746,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Metacrangon variabilis","deepsea spinyhead",66535,"species","ITIS",97228,"Metacrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Mesocrangon intermedia","northern spinyhead",66536,"species","WORMS",423517,"Mesocrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Uschakoviella sp.","",60120,"genus","WORMS",176997,"Uschakoviella","","Epimeriidae","Iphimedioidea","Amphilochida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Uschakoviella sp.","",60120,"genus","ITIS",94599,"Uschakoviella","","Epimeriidae","Iphimedioidea","Amphilochida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Uschakoviella echinophora","fuzzy pink amphipod",60121,"species","WORMS",237331,"Uschakoviella","","Epimeriidae","Iphimedioidea","Amphilochida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Uschakoviella echinophora","fuzzy pink amphipod",60121,"species","ITIS",94600,"Uschakoviella","","Epimeriidae","Iphimedioidea","Amphilochida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Uschakoviella sp. 1 (Clark 2006)","fuzzy yellow amphipod",60122,"species","WORMS",,"Uschakoviella","","Epimeriidae","Iphimedioidea","Amphilochida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Dulichiella appendiculata","",60130,"species","WORMS",421504,"Dulichiella","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Melita dentata","",60130,"species","ITIS",93809,"Melita","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Quasimelita formosa","",60131,"species","WORMS",423709,"Quasimelita","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Quasimelita formosa","",60131,"species","ITIS",657098,"Quasimelita","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Melita sp.","",60132,"genus","WORMS",101679,"Melita","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Melita sp.","",60132,"genus","ITIS",93806,"Melita","","Melitidae","Hadzioidea","Hadziida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Anonyx sp.","",60140,"genus","WORMS",101592,"Anonyx","","Uristidae","Lysianassoidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Anonyx sp.","",60140,"genus","ITIS",94230,"Anonyx","","Uristidae","Lysianassoidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Caprella sp.","skeleton shrimps",60145,"genus","WORMS",101430,"Caprella","Caprellinae","Caprellidae","Caprelloidea","Corophiida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Caprella sp.","skeleton shrimps",60145,"genus","ITIS",95392,"Caprella","","Caprellidae","Caprelloidea","Corophiida","Senticaudata","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Themisto libellula","",60146,"species","WORMS",156452,"Themisto","","Hyperiidae","Phronimoidea","Physocephalata","Hyperiidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Themisto libellula","",60146,"species","ITIS",95168,"Themisto","","Hyperiidae","Phronimoidea","Physocephalata","Hyperiidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Themisto sp.","",60147,"genus","WORMS",101800,"Themisto","","Hyperiidae","Phronimoidea","Physocephalata","Hyperiidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Themisto sp.","",60147,"genus","ITIS",95167,"Themisto","","Hyperiidae","Phronimoidea","Physocephalata","Hyperiidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Lysianassidae","lysiannassid amphipods",60149,"family","WORMS",101395,"","","Lysianassidae","Lysianassoidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Lysianassidae","lysiannassid amphipods",60149,"family","ITIS",94224,"","","Lysianassidae","Lysianassoidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Ampelisca macrocephala","",60150,"species","WORMS",101908,"Ampelisca","","Ampeliscidae","Synopioidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Ampelisca macrocephala","",60150,"species","ITIS",93322,"Ampelisca","","Ampeliscidae","Synopioidea","Lysianassida","Amphilochidea","Amphipoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Isopoda","isopod unid.",62000,"order","WORMS",1131,"","","","","","","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Isopoda","isopod unid.",62000,"order","ITIS",92120,"","","","","","","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Arcturidae","",62001,"family","WORMS",118280,"","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Arcturidae","",62001,"family","ITIS",92539,"","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Arcturus sp. 2 (Clark 2006)","spiny arcturid",62002,"species","WORMS",,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Arcturus longispinis","",62003,"species","WORMS",257288,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Arcturus longispinis","",62003,"species","ITIS",92546,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Arcturus sp. 1 (Clark 2006)","spiky arcturid",62004,"species","WORMS",,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Arcturus sp.","",62005,"genus","WORMS",118444,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Arcturus sp.","",62005,"genus","ITIS",92544,"Arcturus","","Arcturidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Livoneca sp.","",62010,"genus","WORMS",203846,"Livoneca","","Cymothoidae","Cymothooidea","","Cymothoida","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Livoneca sp.","",62010,"genus","ITIS",683307,"Livoneca","","Cymothoidae","","","Flabellifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Idoteidae","",62012,"family","WORMS",118283,"","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Idoteidae","",62012,"family","ITIS",92564,"","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Gnorimosphaeroma sp.","pill bug isopod",62015,"genus","WORMS",248784,"Gnorimosphaeroma","","Sphaeromatidae","Sphaeromatoidea","","Sphaeromatidea","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Gnorimosphaeroma sp.","pill bug isopod",62015,"genus","ITIS",92295,"Gnorimosphaeroma","","Sphaeromatidae","","","Flabellifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Saduria sibirica","",62019,"species","WORMS",233981,"Saduria","","Chaetiliidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Saduria sibirica","",62019,"species","ITIS",546662,"Saduria","","Chaetiliidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Saduria entomon","",62020,"species","WORMS",119034,"Saduria","","Chaetiliidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Saduria entomon","",62020,"species","ITIS",92646,"Saduria","","Chaetiliidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Synidotea sp.","gravel isopod",62021,"genus","WORMS",118456,"Synidotea","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Synidotea sp.","gravel isopod",62021,"genus","ITIS",92566,"Synidotea","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Synidotea bicuspida","",62022,"species","WORMS",156445,"Synidotea","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Synidotea bicuspida","",62022,"species","ITIS",92567,"Synidotea","","Idoteidae","","","Valvifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Rocinela angustata","sea cockroach",62025,"species","WORMS",256455,"Rocinela","","Aegidae","Cymothooidea","","Cymothoida","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Rocinela angustata","sea cockroach",62025,"species","ITIS",546633,"Rocinela","","Aegidae","","","Flabellifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Anuropus bathypelagicus","giant isopod",62050,"species","WORMS",257917,"Anuropus","","Anuropidae","Cymothooidea","","Cymothoida","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Anuropus bathypelagicus","giant isopod",62050,"species","ITIS",92424,"Anuropus","","Anuropidae","","","Flabellifera","Isopoda","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Cumacea","cumacean unid.",63000,"order","WORMS",1137,"","","","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Cumacea","cumacean unid.",63000,"order","ITIS",90745,"","","","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Diastylis sp.","",63100,"genus","WORMS",110398,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Diastylis sp.","",63100,"genus","ITIS",90836,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Diastylis alaskensis","Alaskan cumacean",63101,"species","WORMS",181923,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Diastylis alaskensis","Alaskan cumacean",63101,"species","ITIS",90837,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Diastylis dalli","",63102,"species","WORMS",181938,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Diastylis dalli","",63102,"species","ITIS",90840,"Diastylis","","Diastylidae","","","","Cumacea","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Euphausiacea","euphausiid unid.",63500,"order","WORMS",1128,"","","","","","","Euphausiacea","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Euphausiacea","euphausiid unid.",63500,"order","ITIS",95496,"","","","","","","Euphausiacea","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Thysanoessa sp.","",63501,"genus","WORMS",110679,"Thysanoessa","","Euphausiidae","","","","Euphausiacea","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Thysanoessa sp.","",63501,"genus","ITIS",95571,"Thysanoessa","","Euphausiidae","","","","Euphausiacea","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Mysida","opossum shrimps",64000,"order","WORMS",149668,"","","","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Mysida","opossum shrimps",64000,"order","ITIS",89855,"","","","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Neognathophausia sp.","",64010,"genus","WORMS",119827,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Neognathophausia sp.","",64010,"genus","ITIS",682468,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Neognathophausia gigas","giant red mysid",64011,"species","WORMS",119931,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Neognathophausia gigas","giant red mysid",64011,"species","ITIS",682613,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Neognathophausia ingens","red mysid",64012,"species","WORMS",220999,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Neognathophausia ingens","red mysid",64012,"species","ITIS",682614,"Neognathophausia","","Gnathophausiidae","","","","Lophogastrida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Mysidae","",64100,"family","WORMS",119822,"","","Mysidae","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Mysidae","",64100,"family","ITIS",89856,"","","Mysidae","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Neomysis awatschensis","",64101,"species","WORMS",226278,"Neomysis","Mysinae","Mysidae","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Neomysis awatschensis","",64101,"species","ITIS",90055,"Neomysis","","Mysidae","","","","Mysida","Peracarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Copepoda","copepod unid.",64500,"class","WORMS",1080,"","","","","","","","","","","Copepoda","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Copepoda","copepod unid.",64500,"class","ITIS",85257,"","","","","","","","","","","Copepoda","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Cirripedia","",65000,"subclass","WORMS",1082,"","","","","","","","","","Cirripedia","Thecostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Cirripedia","",65000,"subclass","ITIS",89433,"","","","","","","","","","Cirripedia","Thecostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Argis sp. cf. ovifer (CAS)","",66616,"species","WORMS",,"Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Argis sp. cf. crassa (CAS)","",66617,"species","WORMS",,"Argis","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
1,"Paracrangon sp.","",66618,"genus","WORMS",378105,"Paracrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Paracrangon sp.","",66618,"genus","ITIS",97168,"Paracrangon","","Crangonidae","Crangonoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Pasiphaeidae","pasiphaeid shrimp unid.",66750,"family","WORMS",106790,"","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Pasiphaeidae","pasiphaeid shrimp unid.",66750,"family","ITIS",96161,"","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Parapasiphae sulcatifrons","grooved-back shrimp",66761,"species","WORMS",107673,"Parapasiphae","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Parapasiphae sulcatifrons","grooved-back shrimp",66761,"species","ITIS",96185,"Parapasiphae","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Pasiphaea pacifica","Pacific glass shrimp",66770,"species","WORMS",514245,"Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Pasiphaea pacifica","Pacific glass shrimp",66770,"species","ITIS",96163,"Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Pasiphaea tarda","crimson pasiphaeid",66772,"species","WORMS",107678,"Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Pasiphaea tarda","crimson pasiphaeid",66772,"species","ITIS",96165,"Pasiphaea","","Pasiphaeidae","Pasiphaeoidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Oplophoridae","oplophorid shrimps",66810,"family","WORMS",106786,"","","Oplophoridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Oplophoridae","oplophorid shrimps",66810,"family","ITIS",96107,"","","Oplophoridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Notostomus sp.","",66814,"genus","WORMS",107025,"Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Notostomus sp.","",66814,"genus","ITIS",96146,"Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Notostomus japonicus","spinyridge shrimp",66815,"species","WORMS",514275,"Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Notostomus japonicus","spinyridge shrimp",66815,"species","ITIS",96150,"Notostomus","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Hymenodora sp.","",66839,"genus","WORMS",107021,"Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Hymenodora sp.","",66839,"genus","ITIS",96108,"Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Hymenodora frontalis","Pacific ambereye",66840,"species","WORMS",514273,"Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Hymenodora frontalis","Pacific ambereye",66840,"species","ITIS",96110,"Hymenodora","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Boreogennema borealis","",66841,"species","WORMS",1422238,"Boreogennema","","Benthesicymidae","Penaeoidea","","Dendrobranchiata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
0,"Bentheogennema borealis","",66841,"species","ITIS",96081,"Bentheogennema","","Benthesicymidae","Penaeoidea","","Dendrobranchiata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Altocrustacea","Crustacea","Arthropoda","Animalia"
1,"Acanthephyra sp.","",66860,"genus","WORMS",107018,"Acanthephyra","","Acanthephyridae","Oplophoroidea","Caridea","Pleocyemata","Decapoda","Eucarida","","Eumalacostraca","Malacostraca","Multicrustacea","Crustacea","Arthropoda","Animalia"
